host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Baan Pirawit,Wang Thong Lang,13.79289,100.59493,Private room,527,30,2,2022-11-29,20,180,1
Amb Ville,Yan na wa,13.699941,100.534241,Private room,850,1,0,2022-11-15,25,86,0
Baan Pirawit,Wang Thong Lang,13.78984,100.59879,Private room,583,30,0,2022-11-01,20,180,0
James,Bang Phlat,13.78772,100.49721,Private room,500,1,0,2022-10-18,1,365,0
Amb Ville,Yan na wa,13.70071,100.53523,Private room,1190,1,1,2022-10-04,25,19,1
海进,Bang Phlat,13.798528,100.504913,Entire home/apt,850,30,0,2022-11-12,11,303,0
Sirichol,Bang Phlat,13.77828,100.48708,Entire home/apt,990,20,9,2022-12-21,7,86,7
Amb Ville,Yan na wa,13.70088,100.53344,Private room,1090,1,0,2022-11-12,25,117,0
Niramol,Vadhana,13.72524,100.58329,Entire home/apt,2000,30,3,2022-10-05,8,161,3
Amb Ville,Yan na wa,13.69962,100.53331,Private room,1090,1,0,2022-11-14,25,97,0
Christy,Vadhana,13.71379,100.59914,Entire home/apt,829,4,25,2022-12-24,4,103,23
Amb Ville,Yan na wa,13.69875,100.53365,Private room,1090,1,0,2022-12-21,25,156,0
Amb Ville,Yan na wa,13.70019,100.5332,Private room,1090,1,0,2022-12-18,25,160,0
Amb Ville,Yan na wa,13.70081,100.5336,Private room,1090,1,0,2022-12-16,25,176,0
Amb Ville,Yan na wa,13.69888,100.53345,Private room,1090,1,0,2022-12-13,25,160,0
Siamese Exclusive,Khlong Toei,13.717441,100.585014,Entire home/apt,6739,1,37,2022-12-11,7,358,32
Guillaume,Khlong Toei,13.71043,100.5936,Entire home/apt,1143,3,7,2022-12-06,2,301,5
Siamese Exclusive,Khlong Toei,13.710418,100.583771,Entire home/apt,6405,1,18,2022-12-13,7,352,14
Bas,Khlong Toei,13.72462,100.57002,Private room,20000,1,0,2022-12-17,1,365,0
Lana,Phra Khanong,13.699337005615234,100.609130859375,Entire home/apt,3225,1,3,2022-12-22,1,157,3
Trirat,Chatu Chak,13.81159,100.55907,Entire home/apt,20000,365,0,2022-12-15,2,362,0
Trirat,Chatu Chak,13.81312,100.55911,Entire home/apt,700,180,0,2022-12-08,2,365,0
Boss,Khlong Toei,13.71244,100.58596,Entire home/apt,1126,1,3,2022-12-01,6,363,3
Sakarin,Lak Si,13.87143,100.55531,Private room,480,1,0,2022-12-02,5,365,0
Sakarin,Lak Si,13.87061,100.55684,Private room,480,1,0,2022-12-04,5,365,0
Sakarin,Lak Si,13.86951,100.55718,Private room,480,1,0,2022-12-05,5,365,0
Boss,Khlong Toei,13.7128,100.58598,Entire home/apt,1000,1,14,2022-12-07,6,348,13
Sakarin,Lak Si,13.86986,100.55712,Private room,480,1,0,2022-08-12,5,365,0
Sasikarn,Suanluang,13.71241,100.63539,Private room,17286,1,1,2022-04-17,31,159,1
Yefeng,Khlong Toei,13.73566,100.55855,Entire home/apt,8691,1,26,2022-12-12,24,49,23
Sasikarn,Suanluang,13.70876,100.61283,Private room,17143,1,0,2022-12-17,31,343,0
Yefeng,Khlong Toei,13.73515,100.55687,Entire home/apt,7545,1,30,2022-12-23,24,74,27
Guillaume,Khlong Toei,13.71212,100.59272,Entire home/apt,1200,3,3,2022-05-07,2,321,2
Yefeng,Khlong Toei,13.73705,100.55736,Entire home/apt,5277,1,48,2022-12-23,24,61,43
Jeenie,Vadhana,13.73281,100.58619,Entire home/apt,850,28,1,2022-11-02,22,298,1
G Living,Phra Khanong,13.68779,100.60699,Entire home/apt,750,60,0,2022-11-07,32,302,0
Daranrat,Vadhana,13.72535,100.57938,Private room,1400,365,0,2022-11-12,3,0,0
รังสิมา,Lat Krabang,13.766756,100.73175,Private room,600,1,4,2022-11-18,1,365,3
Chonticha,Khlong Toei,13.70553,100.59955,Entire home/apt,1250,30,3,2022-10-09,1,297,3
Surf,Bang Na,13.6783,100.61316,Private room,2800,1,11,2022-12-11,1,361,6
Yefeng,Khlong Toei,13.73577,100.55739,Entire home/apt,3588,1,25,2022-11-22,24,71,23
Mimi,Khlong Toei,13.73874,100.55286,Entire home/apt,800,2,21,2022-12-16,1,222,21
G Living,Bang Na,13.6691,100.63383,Private room,880,1,1,2021-11-14,32,358,0
G Living,Bang Na,13.672622193271572,100.62379444741548,Private room,880,1,0,2021-11-05,32,358,0
G Living,Bang Na,13.67202,100.62278,Private room,800,1,0,2021-10-27,32,358,0
G Living,Bang Na,13.66867,100.63413,Private room,1200,1,0,2021-10-18,32,358,0
Sutachada,Bangkok Yai,13.74193,100.48536,Entire home/apt,3800,1,1,2021-10-10,5,247,0
Panda,Vadhana,13.70706,100.6016,Entire home/apt,2800,1,12,2022-12-04,48,352,12
Daranrat,Parthum Wan,13.73888,100.55083,Private room,835,365,0,2022-12-08,3,365,0
Bhumipat,Ratchathewi,13.75743,100.52502,Private room,1300,1,26,2022-12-13,4,168,24
Kars,Samphanthawong,13.734597,100.511917,Private room,1275,1,0,2022-12-12,2,312,0
Wichian,Suanluang,13.7377,100.64201,Entire home/apt,800,1,11,2022-12-12,1,297,11
Susan,Khlong Toei,13.715791,100.587837,Entire home/apt,5000,2,14,2022-12-13,4,327,13
Darine,Phra Khanong,13.68513,100.59724,Entire home/apt,600,30,0,2022-12-12,1,330,0
Smirah,Lat Phrao,13.80872,100.60234,Entire home/apt,9957,1,6,2022-12-11,5,359,6
Joseph,Vadhana,13.73808,100.56761,Entire home/apt,5000,2,3,2022-11-06,37,169,3
Krittiya,Bang Na,13.66322,100.65186,Entire home/apt,1212,1,1,2022-12-02,13,323,1
Mike,Khlong Toei,13.74085,100.55492,Entire home/apt,3909,1,32,2022-12-16,49,74,32
Joyce,Bang Rak,13.72068,100.51736,Entire home/apt,16843,2,40,2022-12-26,8,238,35
Q-Box Hotel,Khan Na Yao,13.81792,100.67777,Private room,1666,1,1,2021-10-18,4,362,0
Jarujit,Bang Na,13.68141,100.60757,Entire home/apt,930,60,2,2022-11-28,1,248,2
Rattayaporn,Huai Khwang,13.75402,100.58333,Private room,2000,1,0,2022-11-26,1,365,0
Sirichol,Khlong Toei,13.72699,100.56995,Entire home/apt,2090,20,3,2022-11-25,7,134,3
海进,Bang Phlat,13.798528,100.504913,Entire home/apt,480,30,0,2022-12-03,11,347,0
Tanitha,Bang Na,13.660066,100.634964,Entire home/apt,1800,1,11,2022-12-12,1,146,11
Boramy,Huai Khwang,13.75407,100.58457,Entire home/apt,950,5,0,2022-11-24,1,266,0
Nestcovery,Vadhana,13.74183,100.55947,Entire home/apt,995,30,1,2022-11-06,9,77,1
Tor,Din Daeng,13.77712,100.56582,Entire home/apt,4201,2,24,2022-12-05,3,303,21
Daranrat,Vadhana,13.73405,100.58332,Private room,1835,365,0,2022-06-22,3,365,0
George,Vadhana,13.74318,100.55778,Entire home/apt,1099,180,0,2022-01-07,40,150,0
Q-Box Hotel,Khan Na Yao,13.81987,100.66186,Private room,1546,1,1,2021-07-26,4,361,0
G Living,Khlong Toei,13.72782,100.57099,Entire home/apt,4200,180,0,2021-12-06,32,364,0
Yazmin,Dusit,13.79967,100.5199,Private room,480,30,2,2022-04-18,3,1,2
Siamese Exclusive,Khlong Toei,13.72617,100.561928,Entire home/apt,6492,1,128,2022-12-10,7,365,118
Siamese Exclusive,Khlong Toei,13.723146,100.55954,Entire home/apt,9286,1,87,2022-11-30,7,362,80
K.,Sai Mai,13.90406,100.623,Private room,500,1,0,2022-10-23,11,365,0
Pemika,Parthum Wan,13.74693,100.54481,Entire home/apt,4000,28,5,2022-09-15,13,83,5
กนกพร,Bang Khen,13.87249,100.58993,Private room,400,1,0,2022-08-01,1,359,0
Smile,Bang Phlat,13.79912,100.50575,Entire home/apt,537,30,2,2022-06-17,5,267,2
Panda,Khlong Toei,13.73563,100.55929,Entire home/apt,3500,1,8,2022-08-31,48,172,8
Panda,Khlong Toei,13.73758,100.55887,Entire home/apt,3500,1,4,2022-12-10,48,147,4
Panda,Khlong Toei,13.73633,100.55932,Entire home/apt,3500,1,0,2022-10-17,48,167,0
Panda,Khlong Toei,13.73712,100.55741,Entire home/apt,3500,1,1,2022-08-25,48,177,1
K.,Bang Khen,13.89131,100.60783,Private room,500,1,0,2022-10-25,11,365,0
Kasira,Lat Krabang,13.71824,100.77841,Private room,750,1,2,2022-12-25,1,364,2
Nutty,Thon buri,13.70163,100.47944,Private room,750,1,0,2022-07-13,1,72,0
Kars,Bang Rak,13.72307,100.51768,Private room,1890,1,1,2022-01-29,2,353,1
Yuki,Khlong Toei,13.72435,100.56823,Entire home/apt,1136,2,2,2022-10-13,5,0,2
Nestcovery,Vadhana,13.74332,100.56134,Entire home/apt,980,30,2,2022-12-02,9,0,2
Miu Miu,Ratchathewi,13.75003,100.54249,Entire home/apt,2586,30,8,2022-12-10,23,149,8
Copter,Yan na wa,13.70235,100.54503,Entire home/apt,1200,30,0,2022-10-30,1,0,0
Laar,Phra Khanong,13.6977,100.60578,Private room,690,1,0,2022-09-20,1,210,0
Supacha,Suanluang,13.74536,100.60498,Private room,1200,1,0,2022-08-10,1,360,0
Sophia,Phra Khanong,13.687258,100.616905,Entire home/apt,2229,1,3,2022-07-01,39,361,2
Baan Pirawit,Wang Thong Lang,13.78992,100.60079,Private room,587,30,0,2022-07-24,20,180,0
亮,Bang Phlat,13.801002,100.510857,Entire home/apt,5472,1,15,2022-08-17,1,0,14
Pattarin,Phra Khanong,13.69327,100.60956,Entire home/apt,1200,30,0,2022-10-21,2,55,0
Aegkawut,Bang Sue,13.80888,100.52868,Entire home/apt,984,3,19,2022-12-25,3,174,14
Panda,Khlong Toei,13.73575,100.55722,Entire home/apt,3500,1,8,2022-12-12,48,168,8
Windy,Bang Rak,13.72448,100.53073,Entire home/apt,1549,30,4,2022-08-08,37,88,4
Cedric,Khlong Toei,13.73249,100.566,Private room,7428,1,2,2022-02-12,9,361,1
Tinn,Bang Na,13.68228,100.61099,Private room,1490,1,5,2022-09-04,4,52,4
Anis,Thon buri,13.72264,100.4904,Private room,1100,1,2,2022-01-23,10,358,1
Tong,Bang Rak,13.73307,100.52805,Entire home/apt,5286,2,28,2022-12-17,1,98,25
Dashell,Phra Nakhon,13.74632,100.49632,Entire home/apt,1000,1,32,2022-12-21,2,284,32
Alfonso,Bang Rak,13.72416,100.52118,Entire home/apt,2150,25,20,2022-12-18,1,206,17
Air Global,Vadhana,13.73641,100.57277,Entire home/apt,4870,1,15,2022-11-27,22,311,14
AliceGuo郭美,Din Daeng,13.78104,100.57363,Entire home/apt,920,28,1,2022-09-30,17,101,1
Jiranuch,Bang Kapi,13.76082,100.63366,Private room,429443,1,0,2022-09-06,1,313,0
K,Samphanthawong,13.74137,100.50927,Entire home/apt,969,1,5,2022-08-14,89,330,3
K,Pom Prap Sattru Phai,13.74329,100.50915,Entire home/apt,969,1,8,2022-11-28,89,336,7
K,Samphanthawong,13.74154,100.50749,Entire home/apt,969,1,5,2022-12-09,89,361,5
K,Samphanthawong,13.74149,100.50947,Entire home/apt,969,1,4,2022-11-18,89,360,4
เกวลิน,Bang Kapi,13.76335,100.64786,Private room,11000,1,0,2022-06-25,2,365,0
Yarinda,Parthum Wan,13.74631,100.54451,Entire home/apt,1700,30,1,2022-01-31,2,331,1
Yarinda,Parthum Wan,13.74433,100.54469,Entire home/apt,1750,24,0,2022-07-07,2,346,0
Tanapong,Khlong Toei,13.72366,100.57743,Entire home/apt,1393,8,14,2022-12-12,3,281,11
Sirichol,Vadhana,13.72629,100.58285,Entire home/apt,2421,14,1,2022-12-24,7,92,1
Siamese Exclusive,Khlong Toei,13.72617,100.561928,Entire home/apt,5825,1,0,2022-11-30,7,356,0
AliceGuo郭美,Phra Khanong,13.695425,100.603294,Entire home/apt,850,27,6,2022-11-06,17,229,5
Cedric,Vadhana,13.73709,100.59671,Private room,18000,1,2,2021-12-18,9,358,0
Hi Gravity,Khlong Toei,13.71653,100.57684,Entire home/apt,1581,7,43,2022-10-25,45,240,41
Hi Gravity,Sathon,13.7081,100.52191,Entire home/apt,1084,3,51,2022-11-30,45,229,48
Djoann,Khlong Toei,13.729,100.56118,Private room,3000,1,1,2022-12-02,1,365,1
Sutachada,Bangkok Yai,13.74079,100.48462,Private room,1550,1,0,2022-12-09,5,353,0
Mai,Din Daeng,13.76881,100.56879,Private room,550,28,0,2022-12-17,1,7,0
Jonathon,Bang Rak,13.72531,100.52619,Entire home/apt,2944,30,2,2022-12-25,1,365,2
Wilson,Khlong Toei,13.7165986,100.5848706,Entire home/apt,1629,28,1,2022-09-30,29,242,1
Chatchapon,Bang Rak,13.72194,100.52775,Private room,3000,1,0,2022-11-06,2,365,0
Pemika,Vadhana,13.74301,100.55319,Entire home/apt,1500,2,36,2022-12-14,13,99,33
Michael,Bang Rak,13.723324,100.522339,Entire home/apt,5000,30,0,2022-12-14,1,353,0
Numpol,Khlong Toei,13.71695,100.58687,Entire home/apt,1093,30,6,2022-12-15,2,105,6
Lulu,Wang Thong Lang,13.77171,100.59696,Private room,11000,1,0,2022-11-16,2,365,0
Oakwood Residence,Khlong Toei,13.72625,100.56919,Entire home/apt,4640,1,5,2022-10-19,5,362,5
Nestcovery,Vadhana,13.74186,100.5613,Entire home/apt,980,30,0,2022-10-02,9,109,0
Nobb,Huai Khwang,13.77949,100.58421,Private room,1200,1,0,2022-09-16,1,180,0
Niramol,Huai Khwang,13.750378608703612,100.58319854736328,Entire home/apt,800,7,2,2022-08-31,8,329,1
Andrew,Bang Na,13.67744,100.6079,Entire home/apt,600,180,0,2022-10-01,1,0,0
Nattawut,Bang Rak,13.725405,100.522598,Private room,800,180,0,2022-11-01,1,365,0
Jirawut,Vadhana,13.72998,100.57228,Entire home/apt,1341,1,13,2022-12-03,1,320,13
Fufu,Vadhana,13.74303,100.55764,Entire home/apt,983,3,5,2022-10-06,3,154,5
Susan,Vadhana,13.74379,100.57433,Private room,990,3,1,2022-11-29,3,339,1
Yazmin,Vadhana,13.7122,100.59998,Entire home/apt,750,90,2,2022-04-02,3,294,2
SansaNeeya,Bang Rak,13.721964,100.526016,Entire home/apt,650,30,4,2022-10-03,2,216,4
Waewwan,Bang Phlat,13.781115531921388,100.47601318359376,Entire home/apt,771,2,1,2022-12-03,6,38,1
Fufu,Phra Khanong,13.70484,100.60563,Entire home/apt,994,3,1,2022-09-08,3,316,1
Jessica-Sathon,Sathon,13.716942,100.533646,Entire home/apt,1000,30,6,2022-10-03,14,196,5
Jessica-Sathon,Sathon,13.71694,100.53356,Entire home/apt,1000,30,2,2022-10-08,14,238,2
Jessica-Sathon,Sathon,13.716948,100.533653,Entire home/apt,1000,30,1,2022-05-13,14,245,1
Jessica-Sathon,Sathon,13.716931,100.533661,Entire home/apt,1000,30,5,2022-12-07,14,226,5
Benj,Bang Khae,13.68655,100.4043,Private room,1500,15,0,2022-10-28,1,365,0
Miss,Bang Rak,13.7214,100.52608,Entire home/apt,1341,30,0,2022-09-19,2,330,0
Sutachada,Bangkok Yai,13.7428,100.48693,Private room,1550,1,0,2022-08-10,5,353,0
Sutachada,Bangkok Yai,13.74296,100.48638,Private room,600,1,1,2022-07-02,5,353,1
Sutachada,Bangkok Yai,13.74084,100.48554,Private room,600,1,1,2022-12-19,5,331,1
George,Din Daeng,13.76248,100.5633,Entire home/apt,666,180,0,2022-12-14,40,243,0
Windy,Khlong Toei,13.72449,100.56731,Entire home/apt,1428,28,7,2022-12-10,37,63,7
Windy,Din Daeng,13.77982,100.57247,Entire home/apt,1489,30,6,2022-12-01,37,98,6
George,Bang Na,13.67268,100.60614,Entire home/apt,636,180,6,2022-06-21,40,292,3
Joy,Ratchathewi,13.7503004,100.5555028,Entire home/apt,1490,30,0,2022-06-08,13,349,0
Joy,Ratchathewi,13.750074,100.555382,Entire home/apt,2663,30,0,2022-05-26,13,358,0
Joy,Ratchathewi,13.74911,100.55487,Entire home/apt,1497,30,0,2022-05-13,13,365,0
Joy,Sathon,13.707115,100.522598,Entire home/apt,1500,30,0,2022-04-30,13,358,0
Joy,Ratchathewi,13.750074,100.555382,Entire home/apt,1497,30,1,2022-04-18,13,358,1
Joy,Sathon,13.707115,100.522598,Entire home/apt,1800,30,0,2022-08-16,13,358,0
Wilson,Khlong Toei,13.73626,100.55719,Entire home/apt,1529,2,23,2022-12-15,29,170,23
Wilson,Khlong Toei,13.73488,100.5572,Entire home/apt,1714,1,57,2022-12-14,29,125,55
Tinn,Bang Na,13.68042,100.61051,Private room,1176,1,4,2022-12-02,4,83,4
Windy,Vadhana,13.72092,100.58389,Entire home/apt,2999,29,5,2022-10-28,37,122,4
Sunny,Bang Na,13.6652,100.60512,Entire home/apt,1200,30,0,2022-11-13,11,357,0
Nuttanan,Chatu Chak,13.81751,100.56121,Entire home/apt,606,13,13,2022-11-30,1,195,10
Wilson,Khlong Toei,13.73669,100.55676,Entire home/apt,1800,2,57,2022-12-17,29,191,57
Natham,Bang Kapi,13.78915,100.63054,Private room,950,1,0,2022-12-08,1,365,0
Candy,Huai Khwang,13.77958,100.57454,Entire home/apt,1200,30,8,2022-11-29,2,184,8
Wilasinee,Phasi Charoen,13.73395,100.44829,Entire home/apt,2857,2,2,2022-10-01,1,254,2
Jawnay,Huai Khwang,13.79967,100.57526,Entire home/apt,1004,1,0,2022-11-09,1,0,0
Visit,Ratchathewi,13.758097392947814,100.539930717031,Entire home/apt,6000,1,29,2022-12-18,1,81,26
Oakwood Hotel & Residence Bangkok,Bang Rak,13.71818,100.51732,Private room,2979,1,13,2022-12-14,2,364,11
Mike,Vadhana,13.74675,100.55681,Entire home/apt,3579,1,45,2022-12-27,49,52,43
Mike,Vadhana,13.74485,100.55556,Entire home/apt,3579,1,32,2022-12-16,49,84,32
Mike,Vadhana,13.74486,100.55617,Entire home/apt,3994,1,43,2022-11-01,49,64,40
Jessica-Sathon,Sathon,13.716948,100.533669,Entire home/apt,1350,30,3,2022-11-04,14,198,3
Mike,Vadhana,13.74712,100.55686,Entire home/apt,3725,1,22,2022-12-17,49,78,22
Mike,Vadhana,13.74494,100.55532,Entire home/apt,3909,1,34,2022-12-17,49,72,33
Mike,Vadhana,13.74676,100.55481,Entire home/apt,3451,1,25,2022-11-23,49,78,22
Oakwood Hotel & Residence Bangkok,Sathon,13.71717,100.51551,Private room,3187,1,1,2022-09-14,2,364,1
Mike,Vadhana,13.74493,100.55607,Entire home/apt,3909,1,29,2022-12-18,49,69,29
Mike,Vadhana,13.7465,100.55679,Entire home/apt,3450,1,36,2022-12-02,49,61,33
Mike,Vadhana,13.7448,100.55537,Entire home/apt,3284,1,32,2022-11-26,49,83,30
Mike,Vadhana,13.74714,100.5563,Entire home/apt,3246,1,21,2022-12-04,49,87,20
Mike,Vadhana,13.74542,100.55696,Entire home/apt,3866,1,31,2022-12-11,49,70,27
Baan Pirawit,Huai Khwang,13.8002,100.58289,Private room,550,30,4,2022-09-27,20,307,3
Erik,Khlong Toei,13.74016,100.55204,Entire home/apt,2750,2,20,2022-12-14,5,77,20
Baan Pirawit,Huai Khwang,13.79931,100.58487,Private room,550,30,0,2022-10-27,20,302,0
Tropical,Sathon,13.71769,100.52866,Shared room,648,1,0,2022-09-09,7,364,0
Baan Pirawit,Huai Khwang,13.80072,100.58307,Private room,550,30,0,2022-07-24,20,302,0
Baan Pirawit,Huai Khwang,13.79894,100.58484,Private room,550,30,0,2022-06-06,20,330,0
วิทยาธร,Bang Sue,13.81144,100.52202,Private room,100000,2,0,2022-04-19,1,365,0
Suppachai,Don Mueang,13.9167,100.58815,Entire home/apt,1200,2,1,2022-03-03,1,174,1
Banthueng,Vadhana,13.74061,100.56024,Entire home/apt,8871,1,8,2022-12-09,7,362,8
AliceGuo郭美,Huai Khwang,13.780259,100.574295,Entire home/apt,1900,28,5,2022-11-10,17,114,4
Tinn,Bang Na,13.68229,100.61198,Private room,1176,1,2,2022-10-05,4,82,2
Baan Pirawit,Wang Thong Lang,13.79101,100.60076,Private room,570,30,1,2022-10-05,20,182,1
Baan Pirawit,Wang Thong Lang,13.79408,100.59313,Private room,500,30,0,2022-11-14,20,250,0
Tony,Khlong Toei,13.72379,100.56392,Entire home/apt,1220,1,36,2022-12-24,12,105,35
Bee,Sathon,13.72066,100.54956,Entire home/apt,2092,1,2,2022-03-28,29,243,2
Kate,Suanluang,13.74249,100.60116,Entire home/apt,750,60,0,2022-06-15,4,295,0
Virat,Huai Khwang,13.74508,100.58868,Private room,8500,1,0,2022-09-02,2,365,0
Pemikapas,Bang Rak,13.72349,100.53011,Private room,1400,1,41,2022-11-21,3,45,37
ทวีสิงห์,Khlong San,13.72163,100.49453,Entire home/apt,700,6,3,2022-12-24,10,88,3
Niramol,Huai Khwang,13.74947,100.58381,Entire home/apt,800,7,3,2022-07-01,8,317,3
Pemikapas,Bang Rak,13.72338,100.52831,Private room,1500,1,7,2022-08-27,3,28,7
Niramol,Huai Khwang,13.74998,100.58416,Entire home/apt,800,7,6,2022-11-30,8,355,6
Baan Pirawit,Huai Khwang,13.80111,100.58329,Private room,516,30,0,2022-12-09,20,302,0
Niramol,Huai Khwang,13.74954,100.58279,Entire home/apt,800,7,1,2022-12-18,8,321,1
Baan Pirawit,Huai Khwang,13.79927,100.58321,Private room,516,30,2,2022-07-10,20,302,2
Baan Pirawit,Huai Khwang,13.79988,100.58224,Private room,521,30,0,2022-08-09,20,302,0
Happy62,Phasi Charoen,13.713166,100.42646,Private room,719,7,0,2022-09-08,1,335,0
Baan Pirawit,Huai Khwang,13.79841,100.58229,Private room,426,30,1,2022-10-09,20,351,1
Wilson,Khlong Toei,13.73652,100.5575,Entire home/apt,1529,1,33,2022-11-28,29,207,31
RoomQuest,Lat Krabang,13.719398,100.772308,Private room,625,1,5,2022-03-15,12,330,3
Baan Pirawit,Huai Khwang,13.79955,100.58247,Private room,500,30,1,2022-12-06,20,345,1
Wilson,Khlong Toei,13.73499,100.55875,Entire home/apt,1971,1,56,2022-12-25,29,87,53
Baan Pirawit,Huai Khwang,13.79817,100.58214,Private room,500,30,0,2022-06-11,20,364,0
Tropical,Sathon,13.71597,100.53075,Shared room,318,1,1,2021-11-27,7,364,0
Baan Pirawit,Huai Khwang,13.79933,100.5842,Private room,500,30,2,2022-11-11,20,333,2
Wilson,Khlong Toei,13.73684,100.55707,Entire home/apt,1743,2,33,2022-12-15,29,196,32
Hongxiu,Suanluang,13.71213,100.60341,Entire home/apt,1550,1,7,2022-12-09,4,242,7
Joseph,Vadhana,13.74034,100.56737,Entire home/apt,2571,30,4,2022-06-30,37,166,2
Joseph,Vadhana,13.73817,100.56755,Entire home/apt,5000,30,6,2022-08-27,37,163,5
Joseph,Vadhana,13.73858,100.56734,Entire home/apt,5000,30,8,2022-06-25,37,127,5
Salinrat,Lat Phrao,13.80991,100.61591,Entire home/apt,14150,365,1,2022-03-31,4,365,1
Patsiri,Pra Wet,13.69141,100.63837,Private room,464,7,1,2022-01-29,15,364,1
Yvan,Vadhana,13.73693,100.56287,Entire home/apt,2200,7,11,2022-12-01,3,320,10
Yvan,Vadhana,13.73717,100.56316,Entire home/apt,2200,7,8,2022-11-28,3,258,7
Ed,Bang Rak,13.72547,100.53091,Entire home/apt,3983,1,6,2022-07-20,12,311,6
จีระนุช,Pom Prap Sattru Phai,13.75501,100.51022,Shared room,514,1,0,2022-09-27,1,360,0
Harnpon,Khlong Toei,13.72549,100.56393,Entire home/apt,1114,1,2,2022-12-05,15,348,2
Suwatchai,Huai Khwang,13.75474,100.56571,Entire home/apt,693,30,0,2022-12-04,5,365,0
Suwatchai,Phra Khanong,13.68974,100.60807,Entire home/apt,485,90,0,2022-12-03,5,358,0
Suwannee,Vadhana,13.74391,100.57376,Entire home/apt,1060,90,0,2022-12-02,1,362,0
Suwatchai,Pra Wet,13.71664,100.66582,Entire home/apt,589,30,0,2022-12-01,5,363,0
May,Khlong San,13.72352,100.50767,Entire home/apt,1017,28,7,2022-11-30,1,92,7
Wiphada,Lat Krabang,13.7239,100.73321,Private room,3950,1,0,2022-12-08,1,365,0
Piraya,Khlong Toei,13.72333,100.57184,Entire home/apt,2814,1,9,2022-12-16,2,352,9
Erik,Khlong Toei,13.74036,100.55148,Entire home/apt,2936,2,21,2022-12-24,5,67,20
Erik,Khlong Toei,13.73993,100.55292,Entire home/apt,2114,1,22,2022-12-20,5,39,21
Wirongrong From Airport One Station,Lat Krabang,13.726022,100.747093,Entire home/apt,6000,1,1,2022-06-21,1,308,1
Cherry,Sathon,13.716936,100.533646,Entire home/apt,1000,30,0,2022-08-21,14,259,0
Cherry,Sathon,13.71696,100.53365,Entire home/apt,1000,30,2,2022-10-21,14,266,2
Cherry,Sathon,13.716959,100.533653,Entire home/apt,1000,30,1,2022-11-29,14,259,1
Windy,Phasi Charoen,13.72676,100.4554,Entire home/apt,1649,28,7,2022-11-24,37,100,7
Lon,Bang Rak,13.728475,100.527023,Entire home/apt,2833,1,2,2021-12-02,1,330,0
Peerakamas,Khlong Toei,13.71365,100.58702,Private room,750,1,0,2022-06-10,3,365,0
Dr. Supot,Vadhana,13.746123,100.558868,Entire home/apt,4831,2,33,2022-12-17,15,148,32
Betty,Khlong Toei,13.72335,100.56577,Entire home/apt,1100,1,4,2022-12-12,5,2,3
Tinn,Bang Na,13.68086,100.61042,Private room,1376,1,2,2022-04-30,4,79,2
Chanya,Vadhana,13.73784,100.5723,Entire home/apt,1200,2,12,2022-11-14,7,86,11
Thinanat,Phra Khanong,13.70336,100.60306,Entire home/apt,2450,2,9,2022-11-04,1,349,9
Kittichai Boat,Parthum Wan,13.748725,100.530411,Entire home/apt,866,28,1,2022-07-05,1,162,1
Easyhome,Khlong Toei,13.70977,100.59802,Entire home/apt,3500,1,1,2022-08-11,1,350,1
